{'Image': '0011165', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '937', 'Largeur': 644.0, 'Taille': 603428.0, 'cx': 512.0, 'cy': 787.0}
{'Image': '523a7eb', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '523a7eb', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1199', 'Largeur': 368.0, 'Taille': 441232.0, 'cx': 1357.0, 'cy': 619.0}
{'Image': '524d262', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '524d262', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '660', 'Largeur': 307.0, 'Taille': 202620.0, 'cx': 1053.0, 'cy': 968.0}
{'Image': '524d262', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '524d262', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '747', 'Largeur': 1.0, 'Taille': 747.0, 'cx': 32.0, 'cy': 396.0}
{'Image': '5265e81', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5265e81', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5265e81', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5265e81', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '795', 'Largeur': 739.0, 'Taille': 587505.0, 'cx': 458.0, 'cy': 403.0}
{'Image': '526a00a', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '526a00a', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '726', 'Largeur': 528.0, 'Taille': 383328.0, 'cx': 747.0, 'cy': 535.0}
{'Image': '526a00a', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '342', 'Largeur': 561.0, 'Taille': 191862.0, 'cx': 731.0, 'cy': 674.0}
{'Image': '526a00a', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '559', 'Largeur': 724.0, 'Taille': 404716.0, 'cx': 562.0, 'cy': 1101.0}
{'Image': '526b1b6', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '375', 'Largeur': 481.0, 'Taille': 180375.0, 'cx': 611.0, 'cy': 458.0}
{'Image': '526b1b6', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1082', 'Largeur': 905.0, 'Taille': 979210.0, 'cx': 1648.0, 'cy': 653.0}
{'Image': '526b1b6', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '526b1b6', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '52708dc', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '52708dc', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '52708dc', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '818', 'Largeur': 225.0, 'Taille': 184050.0, 'cx': 389.0, 'cy': 991.0}
{'Image': '52708dc', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '407', 'Largeur': 713.0, 'Taille': 290191.0, 'cx': 1052.0, 'cy': 205.0}
{'Image': '5272301', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5272301', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1095', 'Largeur': 621.0, 'Taille': 679995.0, 'cx': 1090.0, 'cy': 843.0}
{'Image': '5272301', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5272301', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '565', 'Largeur': 459.0, 'Taille': 259335.0, 'cx': 239.0, 'cy': 864.0}
{'Image': '5275b51', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5275b51', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '567', 'Largeur': 782.0, 'Taille': 443394.0, 'cx': 777.0, 'cy': 342.0}
{'Image': '5275b51', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5275b51', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '578', 'Largeur': 359.0, 'Taille': 207502.0, 'cx': 765.0, 'cy': 828.0}
{'Image': '527cd5a', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '527cd5a', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1119', 'Largeur': 791.0, 'Taille': 885129.0, 'cx': 431.0, 'cy': 822.0}
{'Image': '527cd5a', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '527cd5a', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '547', 'Largeur': 963.0, 'Taille': 526761.0, 'cx': 493.0, 'cy': 1114.0}
{'Image': '5283dcf', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5283dcf', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5283dcf', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '610', 'Largeur': 505.0, 'Taille': 308050.0, 'cx': 414.0, 'cy': 988.0}
{'Image': '5283dcf', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5291a8b', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '8', 'Largeur': 2.0, 'Taille': 16.0, 'cx': 1119.0, 'cy': 1256.0}
{'Image': '5291a8b', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5291a8b', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5291a8b', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '52c6c7c', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '880', 'Largeur': 412.0, 'Taille': 362560.0, 'cx': 1605.0, 'cy': 854.0}
{'Image': '52c6c7c', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '52c6c7c', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '585', 'Largeur': 374.0, 'Taille': 218790.0, 'cx': 207.0, 'cy': 314.0}
{'Image': '52c6c7c', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '665', 'Largeur': 558.0, 'Taille': 371070.0, 'cx': 284.0, 'cy': 334.0}
{'Image': '52df6e7', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '52df6e7', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '891', 'Largeur': 483.0, 'Taille': 430353.0, 'cx': 269.0, 'cy': 893.0}
{'Image': '52df6e7', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '717', 'Largeur': 862.0, 'Taille': 618054.0, 'cx': 501.0, 'cy': 960.0}
{'Image': '52df6e7', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '646', 'Largeur': 416.0, 'Taille': 268736.0, 'cx': 224.0, 'cy': 1036.0}
{'Image': '5303d92', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5303d92', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5303d92', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '915', 'Largeur': 657.0, 'Taille': 601155.0, 'cx': 827.0, 'cy': 516.0}
{'Image': '5303d92', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5304b8c', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '635', 'Largeur': 432.0, 'Taille': 274320.0, 'cx': 1123.0, 'cy': 1074.0}
{'Image': '5304b8c', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5304b8c', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5304b8c', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '583', 'Largeur': 657.0, 'Taille': 383031.0, 'cx': 356.0, 'cy': 800.0}
{'Image': '530bba4', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '505', 'Largeur': 448.0, 'Taille': 226240.0, 'cx': 726.0, 'cy': 625.0}
{'Image': '530bba4', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '724', 'Largeur': 473.0, 'Taille': 342452.0, 'cx': 713.0, 'cy': 972.0}
{'Image': '530bba4', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '297', 'Largeur': 384.0, 'Taille': 114048.0, 'cx': 991.0, 'cy': 177.0}
{'Image': '530bba4', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '401', 'Largeur': 384.0, 'Taille': 153984.0, 'cx': 991.0, 'cy': 207.0}
{'Image': '531ce32', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '232', 'Largeur': 639.0, 'Taille': 148248.0, 'cx': 999.0, 'cy': 745.0}
{'Image': '531ce32', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '2', 'Largeur': 4.0, 'Taille': 8.0, 'cx': 19.0, 'cy': 418.0}
{'Image': '531ce32', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '734', 'Largeur': 684.0, 'Taille': 502056.0, 'cx': 1755.0, 'cy': 368.0}
{'Image': '531ce32', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5323f91', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '388', 'Largeur': 724.0, 'Taille': 280912.0, 'cx': 1196.0, 'cy': 1086.0}
{'Image': '5323f91', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5323f91', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '700', 'Largeur': 817.0, 'Taille': 571900.0, 'cx': 1336.0, 'cy': 505.0}
{'Image': '5323f91', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '487', 'Largeur': 708.0, 'Taille': 344796.0, 'cx': 1371.0, 'cy': 684.0}
{'Image': '533d05b', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '600', 'Largeur': 772.0, 'Taille': 463200.0, 'cx': 1075.0, 'cy': 465.0}
{'Image': '533d05b', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '533d05b', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '533d05b', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5359209', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5359209', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '961', 'Largeur': 260.0, 'Taille': 249860.0, 'cx': 1147.0, 'cy': 531.0}
{'Image': '5359209', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5359209', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '535e20f', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '535e20f', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '535e20f', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1106', 'Largeur': 302.0, 'Taille': 334012.0, 'cx': 1376.0, 'cy': 554.0}
{'Image': '535e20f', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '600', 'Largeur': 96.0, 'Taille': 57600.0, 'cx': 1424.0, 'cy': 1061.0}
{'Image': '5363d14', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5363d14', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '710', 'Largeur': 722.0, 'Taille': 512620.0, 'cx': 720.0, 'cy': 356.0}
{'Image': '5363d14', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '498', 'Largeur': 1171.0, 'Taille': 583158.0, 'cx': 587.0, 'cy': 805.0}
{'Image': '5363d14', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '335', 'Largeur': 6.0, 'Taille': 2010.0, 'cx': 9.0, 'cy': 1225.0}
{'Image': '5379a9b', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '273', 'Largeur': 272.0, 'Taille': 74256.0, 'cx': 138.0, 'cy': 453.0}
{'Image': '5379a9b', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '553', 'Largeur': 111.0, 'Taille': 61383.0, 'cx': 949.0, 'cy': 751.0}
{'Image': '5379a9b', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '817', 'Largeur': 156.0, 'Taille': 127452.0, 'cx': 1706.0, 'cy': 886.0}
{'Image': '5379a9b', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '550', 'Largeur': 161.0, 'Taille': 88550.0, 'cx': 1327.0, 'cy': 771.0}
{'Image': '537fa5b', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '878', 'Largeur': 991.0, 'Taille': 870098.0, 'cx': 1589.0, 'cy': 868.0}
{'Image': '537fa5b', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '537fa5b', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '775', 'Largeur': 310.0, 'Taille': 240250.0, 'cx': 1733.0, 'cy': 401.0}
{'Image': '537fa5b', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5387d7a', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '504', 'Largeur': 1032.0, 'Taille': 520128.0, 'cx': 752.0, 'cy': 695.0}
{'Image': '5387d7a', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '755', 'Largeur': 1.0, 'Taille': 755.0, 'cx': 1731.0, 'cy': 626.0}
{'Image': '5387d7a', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5387d7a', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '538eb3e', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '538eb3e', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '538eb3e', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '538eb3e', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '868', 'Largeur': 1502.0, 'Taille': 1303736.0, 'cx': 756.0, 'cy': 966.0}
{'Image': '5396cd5', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5396cd5', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5396cd5', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '5396cd5', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '975', 'Largeur': 857.0, 'Taille': 835575.0, 'cx': 700.0, 'cy': 574.0}
{'Image': '539f578', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '427', 'Largeur': 679.0, 'Taille': 289933.0, 'cx': 1186.0, 'cy': 583.0}
{'Image': '539f578', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '539f578', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '539f578', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '880', 'Largeur': 262.0, 'Taille': 230560.0, 'cx': 138.0, 'cy': 826.0}
{'Image': '539f81d', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '931', 'Largeur': 450.0, 'Taille': 418950.0, 'cx': 1238.0, 'cy': 521.0}
{'Image': '539f81d', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '350', 'Largeur': 580.0, 'Taille': 203000.0, 'cx': 456.0, 'cy': 280.0}
{'Image': '539f81d', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '539f81d', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '539fabf', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '539fabf', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1054', 'Largeur': 681.0, 'Taille': 717774.0, 'cx': 1127.0, 'cy': 873.0}
{'Image': '539fabf', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '539fabf', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '53a34b5', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '53a34b5', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '430', 'Largeur': 1.0, 'Taille': 430.0, 'cx': 857.0, 'cy': 798.0}
{'Image': '53a34b5', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '723', 'Largeur': 215.0, 'Taille': 155445.0, 'cx': 116.0, 'cy': 419.0}
{'Image': '53a34b5', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '53ac6f2', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '53ac6f2', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1386', 'Largeur': 762.0, 'Taille': 1056132.0, 'cx': 1665.0, 'cy': 706.0}
{'Image': '53ac6f2', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '53ac6f2', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '53beafa', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '563', 'Largeur': 626.0, 'Taille': 352438.0, 'cx': 997.0, 'cy': 529.0}
{'Image': '53beafa', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '53beafa', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '371', 'Largeur': 419.0, 'Taille': 155449.0, 'cx': 226.0, 'cy': 202.0}
{'Image': '53beafa', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '582', 'Largeur': 542.0, 'Taille': 315444.0, 'cx': 304.0, 'cy': 1057.0}
{'Image': '53c625a', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '546', 'Largeur': 97.0, 'Taille': 52962.0, 'cx': 84.0, 'cy': 280.0}
{'Image': '53c625a', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '53c625a', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '524', 'Largeur': 120.0, 'Taille': 62880.0, 'cx': 1467.0, 'cy': 575.0}
{'Image': '53c625a', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1104', 'Largeur': 990.0, 'Taille': 1092960.0, 'cx': 1031.0, 'cy': 848.0}
{'Image': '53cfb45', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '53cfb45', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '771', 'Largeur': 660.0, 'Taille': 508860.0, 'cx': 1394.0, 'cy': 425.0}
{'Image': '53cfb45', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1047', 'Largeur': 870.0, 'Taille': 910890.0, 'cx': 529.0, 'cy': 749.0}
{'Image': '53cfb45', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '623', 'Largeur': 83.0, 'Taille': 51709.0, 'cx': 52.0, 'cy': 1033.0}
{'Image': '53d7db0', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '1187', 'Largeur': 254.0, 'Taille': 301498.0, 'cx': 618.0, 'cy': 643.0}
{'Image': '53d7db0', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '968', 'Largeur': 419.0, 'Taille': 405592.0, 'cx': 1891.0, 'cy': 903.0}
{'Image': '53d7db0', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '976', 'Largeur': 549.0, 'Taille': 535824.0, 'cx': 703.0, 'cy': 812.0}
{'Image': '53d7db0', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '53d9252', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '53d9252', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '788', 'Largeur': 121.0, 'Taille': 95348.0, 'cx': 1203.0, 'cy': 407.0}
{'Image': '53d9252', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '53d9252', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1289', 'Largeur': 392.0, 'Taille': 505288.0, 'cx': 735.0, 'cy': 649.0}
